0.100000,0.200000,0.000000,-0.100000,0.100000,0.100000,0.000000,0.100000,0.000000
0.200000,0.100000,0.100000,0.000000,0.000000,0.000000,0.100000,0.000000,0.100000
0.000000,0.100000,0.200000,0.100000,0.000000,0.100000,0.000000,0.100000,0.000000
0.100000,0.000000,0.100000,0.200000,0.100000,0.000000,0.100000,0.000000,0.100000
0.500000,0.100000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000,0.000000
0.100000,0.500000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000,0.000000
0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,0.000000,0.200000,0.000000
0.000000,0.000000,0.100000,0.500000,0.000000,0.000000,0.000000,0.000000,0.200000
0.050000,0.100000,0.000000,-0.050000,0.050000,0.030000,0.000000,0.030000,0.000000
0.100000,0.050000,0.050000,0.000000,0.000000,0.000000,0.030000,0.000000,0.030000
0.000000,0.050000,0.100000,0.050000,0.000000,0.030000,0.000000,0.030000,0.000000
0.050000,0.000000,0.050000,0.100000,0.050000,0.000000,0.030000,0.000000,0.030000
0.080000,0.160000,0.000000,-0.080000,0.080000,0.040000,0.000000,0.040000,0.000000
0.160000,0.080000,0.080000,0.000000,0.000000,0.000000,0.040000,0.000000,0.040000
0.000000,0.080000,0.160000,0.080000,0.000000,0.040000,0.000000,0.040000,0.000000
0.080000,0.000000,0.080000,0.160000,0.080000,0.000000,0.040000,0.000000,0.040000
